,Date Time, Monitor ID, Location ID, CO(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp,Unnamed: 0,Unnamed: 0.1,timestamp,temp_c,hum_prcnt,press_hpa,ozone_ppm,ozone_volt_mv,co_ppm,co_mv,no2_ppb,no2_mv,tvoc_ppb,mc2p5_ugpm3,mc1p0_ugpm3,mc4p0_ugpm3,mc10p0_ugpm3,nc0p5_npcm3,nc1p0_npcm3,nc2p5_npcm3,nc4p0_npcm3,nc10p0_npcm3,typ_pm_um,x_g,y_g,z_g,x_raw,y_raw,z_raw,eq_db,onesmin_db,onesmax_db,lux_lx,uv_mwpm2,batt_volt,batt_prcnt,si1133_int,lis3dh_int,sgpc3_int,batt_int,speco3_int,sps30_int,sps30pre_int,mic4514_int,mic4514pre_int,mic_int,bme280_int,leds_on,code_version,receivedTimestamp,lat,lon,acc,co-ug,no2-ug,o3-ug,co-mg,bc-proxy,ldsa-proxy,newaqi,dosage-male-walking-low,dosage-male-walking-high,dosage-female-walking-low,dosage-female-walking-high,accbin
112,2021-09-16 19:46:00,1,1,2.42,32.59,35.931,938.663,52.727,52.312,53.612,723.0,964.0,2524.0,770.0,0.016,0.016,0.112,256.0,256.0,1792.0,66.085,0.302,12.232,13.892,13.924,13.93,13.933,1.745,1.845,1.845,1.845,0.494,0.0,1979.0,0.0,93.0,4091.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631801768166.0,232792.0,232792.0,1631801768166.0,32.59,35.931,938.663,0.0,1979.0,723.0,2524.0,964.0,770.0,0.0,1.845,1.745,1.845,1.845,12.232,13.892,13.924,13.93,13.933,0.494,0.016,0.016,0.112,256.0,256.0,1792.0,52.727,52.312,53.612,66.085,0.302,4091.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631801776884.0,17.445,78.35,5.7,56.183,30.372,44.598,0.056,0.394,0.0,37.8,0.509,1.273,0.443,1.107,0.0
116,2021-09-16 19:50:00,1,1,2.23,32.62,36.144,938.693,53.146,52.701,54.048,723.0,1014.0,2523.0,782.0,0.016,-0.032,0.016,256.0,65024.0,256.0,66.022,0.055,10.204,11.59,11.616,11.621,11.623,1.456,1.539,1.539,1.539,0.5,0.0,1929.0,0.0,93.0,4077.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631802015965.0,232795.0,232795.0,1631802015965.0,32.62,36.144,938.693,0.0,1929.0,723.0,2523.0,1014.0,782.0,0.0,1.539,1.456,1.539,1.539,10.204,11.59,11.616,11.621,11.623,0.5,0.016,-0.032,0.016,256.0,65024.0,256.0,53.146,52.701,54.048,66.022,0.055,4077.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631802027954.0,17.445,78.35,5.7,56.024,31.974,44.579,0.056,0.381,0.0,39.8,0.425,1.062,0.369,0.923,0.0
118,2021-09-16 19:52:00,1,1,2.15,32.63,36.244,938.641,53.167,52.749,53.592,722.0,1039.0,2524.0,790.0,-0.032,0.0,0.0,65024.0,0.0,0.0,65.866,0.295,10.993,12.486,12.514,12.519,12.522,1.568,1.658,1.658,1.658,0.499,0.0,1845.0,0.0,93.0,4077.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631802144148.0,232797.0,232797.0,1631802144148.0,32.63,36.244,938.641,0.0,1845.0,722.0,2524.0,1039.0,790.0,0.0,1.658,1.568,1.658,1.658,10.993,12.486,12.514,12.519,12.522,0.499,-0.032,0.0,0.0,65024.0,0.0,0.0,53.167,52.749,53.592,65.866,0.295,4077.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631802152494.0,17.445,78.35,5.7,56.136,32.775,44.571,0.056,0.394,0.0,40.8,0.458,1.144,0.398,0.995,0.0
121,2021-09-16 19:55:00,1,1,1.96,32.65,36.333,938.704,52.27,51.756,52.997,721.0,1060.0,2519.0,794.0,0.0,-0.032,-0.064,0.0,65024.0,64512.0,66.022,0.64,8.161,9.269,9.291,9.294,9.296,1.164,1.231,1.231,1.231,0.511,0.0,1727.0,0.0,93.0,4072.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631802335281.0,232800.0,232800.0,1631802335281.0,32.65,36.333,938.704,0.0,1727.0,721.0,2519.0,1060.0,794.0,0.0,1.231,1.164,1.231,1.231,8.161,9.269,9.291,9.294,9.296,0.511,0.0,-0.032,-0.064,0.0,65024.0,64512.0,52.27,51.756,52.997,66.022,0.64,4072.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631802343670.0,17.445,78.35,5.7,56.203,33.449,44.559,0.056,0.362,0.0,41.5,0.34,0.849,0.295,0.739,0.0
124,2021-09-16 19:58:00,1,1,1.84,32.67,36.323,938.743,53.326,53.0,54.038,720.0,1082.0,2518.0,806.0,-0.016,-0.016,-0.032,65280.0,65280.0,65024.0,65.991,0.608,5.967,6.777,6.793,6.795,6.796,0.851,0.9,0.9,0.9,0.529,0.0,1919.0,0.0,93.0,4066.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631802531904.0,232802.0,232802.0,1631802531904.0,32.67,36.323,938.743,0.0,1919.0,720.0,2518.0,1082.0,806.0,0.0,0.9,0.851,0.9,0.9,5.967,6.777,6.793,6.795,6.796,0.529,-0.016,-0.016,-0.032,65280.0,65280.0,65024.0,53.326,53.0,54.038,65.991,0.608,4066.0,93.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631802540163.0,17.445,78.35,5.7,56.279,34.153,44.55,0.056,0.331,0.0,42.5,0.248,0.621,0.216,0.54,0.0
128,2021-09-16 20:02:00,1,1,1.67,32.69,36.362,938.667,53.575,52.855,56.584,719.0,1117.0,2518.0,815.0,0.0,-0.016,0.032,0.0,65280.0,512.0,66.022,0.257,7.947,9.026,9.047,9.05,9.052,1.134,1.199,1.199,1.199,0.529,0.0,1961.0,0.0,92.0,4065.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631802762079.0,232803.0,232803.0,1631802762079.0,32.69,36.362,938.667,0.0,1961.0,719.0,2518.0,1117.0,815.0,0.0,1.199,1.134,1.199,1.199,7.947,9.026,9.047,9.05,9.052,0.529,0.0,-0.016,0.032,0.0,65280.0,512.0,53.575,52.855,56.584,66.022,0.257,4065.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631802770857.0,17.445,78.35,5.7,56.35,35.273,44.539,0.056,0.368,0.0,43.9,0.331,0.827,0.288,0.719,0.0
130,2021-09-16 20:04:00,1,1,1.57,32.71,36.288,938.722,53.432,52.927,54.344,717.0,1128.0,2518.0,813.0,0.0,0.0,-0.08,0.0,0.0,64256.0,66.085,0.279,8.433,9.577,9.599,9.603,9.605,1.203,1.272,1.272,1.272,0.517,0.0,1922.0,0.0,92.0,4068.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631802888824.0,232805.0,232805.0,1631802888824.0,32.71,36.288,938.722,0.0,1922.0,717.0,2518.0,1128.0,813.0,0.0,1.272,1.203,1.272,1.272,8.433,9.577,9.599,9.603,9.605,0.517,0.0,0.0,-0.08,0.0,0.0,64256.0,53.432,52.927,54.344,66.085,0.279,4068.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631802896879.0,17.445,78.35,5.7,56.599,35.624,44.531,0.057,0.377,0.0,44.3,0.351,0.878,0.305,0.763,0.0
133,2021-09-16 20:07:00,1,1,1.51,32.72,36.201,938.672,53.442,52.831,55.372,717.0,1150.0,2509.0,823.0,0.0,0.016,0.064,0.0,256.0,1024.0,65.71,0.365,8.092,9.19,9.211,9.215,9.217,1.154,1.22,1.22,1.22,0.522,0.0,1858.0,0.0,92.0,4071.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631803073663.0,232806.0,232806.0,1631803073663.0,32.72,36.201,938.672,0.0,1858.0,717.0,2509.0,1150.0,823.0,0.0,1.22,1.154,1.22,1.22,8.092,9.19,9.211,9.215,9.217,0.522,0.0,0.016,0.064,0.0,256.0,1024.0,53.442,52.831,55.372,65.71,0.365,4071.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631803081638.0,17.445,78.35,5.7,56.561,36.327,44.528,0.057,0.375,0.0,45.2,0.337,0.842,0.293,0.732,0.0
137,2021-09-16 20:11:00,1,1,1.42,32.73,36.339,938.728,53.377,52.982,53.716,715.0,1185.0,2514.0,835.0,0.016,0.016,-0.032,256.0,256.0,65024.0,65.71,0.434,7.224,8.205,8.224,8.227,8.228,1.03,1.09,1.09,1.09,0.526,0.0,1976.0,0.0,92.0,4071.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631803289001.0,232808.0,232808.0,1631803289001.0,32.73,36.339,938.728,0.0,1976.0,715.0,2514.0,1185.0,835.0,0.0,1.09,1.03,1.09,1.09,7.224,8.205,8.224,8.227,8.228,0.526,0.016,0.016,-0.032,256.0,256.0,65024.0,53.377,52.982,53.716,65.71,0.434,4071.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631803300203.0,17.445,78.35,5.7,56.837,37.449,44.52,0.057,0.367,0.0,46.5,0.301,0.752,0.262,0.654,0.0
141,2021-09-16 20:15:00,1,1,1.33,32.75,36.502,938.813,52.886,52.374,53.373,715.0,1232.0,2501.0,844.0,-0.016,0.0,0.0,65280.0,0.0,0.0,66.069,0.426,9.872,11.213,11.239,11.243,11.245,1.408,1.489,1.489,1.489,0.534,0.0,2032.0,0.0,92.0,4080.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631803519114.0,232811.0,232811.0,1631803519114.0,32.75,36.502,938.813,0.0,2032.0,715.0,2501.0,1232.0,844.0,0.0,1.489,1.408,1.489,1.489,9.872,11.213,11.239,11.243,11.245,0.534,-0.016,0.0,0.0,65280.0,0.0,0.0,52.886,52.374,53.373,66.069,0.426,4080.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631803560771.0,17.445,78.35,5.7,56.729,38.955,44.507,0.057,0.412,0.0,48.5,0.411,1.027,0.357,0.893,0.0
152,2021-09-16 20:26:00,1,1,1.06,32.79,36.605,938.978,52.987,52.587,54.18,711.0,1307.0,2488.0,870.0,0.0,-0.032,0.08,0.0,65024.0,1280.0,66.101,0.486,7.699,8.744,8.764,8.767,8.769,1.098,1.161,1.161,1.161,0.512,0.0,1806.0,0.0,92.0,4067.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631804166466.0,232816.0,232816.0,1631804166466.0,32.79,36.605,938.978,0.0,1806.0,711.0,2488.0,1307.0,870.0,0.0,1.161,1.098,1.161,1.161,7.699,8.744,8.764,8.767,8.769,0.512,0.0,-0.032,0.08,0.0,65024.0,1280.0,52.987,52.587,54.18,66.101,0.486,4067.0,92.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631804173721.0,17.445,78.35,5.7,57.204,41.356,44.485,0.057,0.392,0.0,51.3,0.321,0.801,0.279,0.697,0.0
183,2021-09-16 20:57:00,1,1,0.72,32.9,36.812,939.14,52.593,52.272,52.981,696.0,1528.0,2447.0,926.0,-0.048,0.016,0.048,64768.0,256.0,768.0,65.522,0.426,6.835,7.763,7.78,7.783,7.785,0.975,1.031,1.031,1.031,0.539,0.0,1800.0,0.0,91.0,4052.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631806049210.0,232828.0,232828.0,1631806049210.0,32.9,36.812,939.14,0.0,1800.0,696.0,2447.0,1528.0,926.0,0.0,1.031,0.975,1.031,1.031,6.835,7.763,7.78,7.783,7.785,0.539,-0.048,0.016,0.048,64768.0,256.0,768.0,52.593,52.272,52.981,65.522,0.426,4052.0,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631806058162.0,17.445,78.35,5.7,59.189,48.431,44.426,0.059,0.406,0.0,57.2,0.285,0.711,0.247,0.619,0.0
184,2021-09-16 20:58:00,1,1,0.7,32.91,36.813,939.209,52.373,51.788,53.049,697.0,1535.0,2445.0,934.0,-0.016,0.016,0.096,65280.0,256.0,1536.0,64.902,0.226,6.729,7.642,7.66,7.663,7.664,0.96,1.015,1.015,1.015,0.538,0.0,1919.0,0.0,91.0,4044.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631806117098.0,232829.0,232829.0,1631806117098.0,32.91,36.813,939.209,0.0,1919.0,697.0,2445.0,1535.0,934.0,0.0,1.015,0.96,1.015,1.015,6.729,7.642,7.66,7.663,7.664,0.538,-0.016,0.016,0.096,65280.0,256.0,1536.0,52.373,51.788,53.049,64.902,0.226,4044.0,91.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631806122407.0,17.445,78.35,5.7,58.975,48.655,44.421,0.059,0.405,0.0,57.4,0.28,0.7,0.244,0.609,0.0
202,2021-09-16 21:16:00,1,1,0.48,32.98,37.068,939.49,52.671,52.162,53.039,682.0,1614.0,2412.0,951.0,0.0,-0.032,0.032,0.0,65024.0,512.0,57.33,0.008,12.777,14.512,14.545,14.55,14.554,1.822,1.927,1.927,1.927,0.539,0.0,1619.0,0.0,90.0,4044.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631807195016.0,232836.0,232836.0,1631807195016.0,32.98,37.068,939.49,0.0,1619.0,682.0,2412.0,1614.0,951.0,0.0,1.927,1.822,1.927,1.927,12.777,14.512,14.545,14.55,14.554,0.539,0.0,-0.032,0.032,0.0,65024.0,512.0,52.671,52.162,53.039,57.33,0.008,4044.0,90.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631807203603.0,17.445,78.35,5.7,61.14,51.186,44.381,0.061,0.507,0.0,59.5,0.532,1.33,0.463,1.156,0.0
209,2021-09-16 21:23:00,1,1,0.4,33.02,37.033,939.53,52.865,52.014,53.296,681.0,1660.0,2403.0,967.0,0.0,-0.016,0.016,0.0,65280.0,256.0,56.591,0.47,9.734,11.055,11.081,11.085,11.087,1.388,1.468,1.468,1.468,0.523,0.0,1823.0,0.0,90.0,4039.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631807634333.0,232841.0,232841.0,1631807634333.0,33.02,37.033,939.53,0.0,1823.0,681.0,2403.0,1660.0,967.0,0.0,1.468,1.388,1.468,1.468,9.734,11.055,11.081,11.085,11.087,0.523,0.0,-0.016,0.016,0.0,65280.0,256.0,52.865,52.014,53.296,56.591,0.47,4039.0,90.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631807639196.0,17.445,78.35,5.7,61.125,52.658,44.363,0.061,0.472,0.0,60.8,0.405,1.013,0.352,0.881,0.0
213,2021-09-16 21:27:00,1,1,0.42,33.04,36.961,939.508,58.144,51.227,66.798,681.0,1682.0,2406.0,969.0,-0.016,0.0,-0.016,65280.0,0.0,65280.0,56.022,0.554,9.94,11.29,11.316,11.32,11.323,1.418,1.499,1.499,1.499,0.521,0.0,1804.0,0.0,89.0,4021.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631807869915.0,232844.0,232844.0,1631807869915.0,33.04,36.961,939.508,0.0,1804.0,681.0,2406.0,1682.0,969.0,0.0,1.499,1.418,1.499,1.499,9.94,11.29,11.316,11.32,11.323,0.521,-0.016,0.0,-0.016,65280.0,0.0,65280.0,58.144,51.227,66.798,56.022,0.554,4021.0,89.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631807874700.0,17.445,78.35,5.7,61.039,53.361,44.355,0.061,0.478,0.0,61.3,0.414,1.035,0.36,0.9,0.0
215,2021-09-16 21:29:00,1,1,0.43,33.05,36.887,939.515,52.849,52.223,53.258,678.0,1667.0,2406.0,968.0,-0.032,-0.016,0.064,65024.0,65280.0,1024.0,56.518,0.715,10.631,12.075,12.102,12.107,12.11,1.516,1.604,1.604,1.604,0.533,0.0,1923.0,0.0,89.0,4031.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631807984828.0,232846.0,232846.0,1631807984828.0,33.05,36.887,939.515,0.0,1923.0,678.0,2406.0,1667.0,968.0,0.0,1.604,1.516,1.604,1.604,10.631,12.075,12.102,12.107,12.11,0.533,-0.032,-0.016,0.064,65024.0,65280.0,1024.0,52.849,52.223,53.258,56.518,0.715,4031.0,89.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631807989611.0,17.445,78.35,5.7,61.502,52.88,44.351,0.062,0.486,0.0,60.9,0.443,1.106,0.385,0.962,0.0
219,2021-09-16 21:33:00,1,1,0.41,33.06,36.751,939.409,52.758,52.284,54.557,678.0,1682.0,2405.0,976.0,-0.016,-0.032,0.08,65280.0,65024.0,1280.0,56.283,0.218,9.085,10.318,10.342,10.345,10.348,1.296,1.37,1.37,1.37,0.52,0.0,1814.0,0.0,89.0,4031.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631808209214.0,232848.0,232848.0,1631808209214.0,33.06,36.751,939.409,0.0,1814.0,678.0,2405.0,1682.0,976.0,0.0,1.37,1.296,1.37,1.37,9.085,10.318,10.342,10.345,10.348,0.52,-0.016,-0.032,0.08,65280.0,65024.0,1280.0,52.758,52.284,54.557,56.283,0.218,4031.0,89.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631808213874.0,17.445,78.35,5.7,61.469,53.359,44.35,0.061,0.465,0.0,61.3,0.378,0.945,0.329,0.822,0.0
227,2021-09-16 21:41:00,1,1,0.41,33.1,36.592,939.438,52.645,52.214,53.452,678.0,1714.0,2402.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,56.439,0.179,9.29,10.551,10.575,10.579,10.581,1.325,1.401,1.401,1.401,0.518,0.0,1911.0,0.0,89.0,4021.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631808687471.0,232849.0,232849.0,1631808687471.0,33.1,36.592,939.438,0.0,1911.0,678.0,2402.0,1714.0,980.0,0.0,1.401,1.325,1.401,1.401,9.29,10.551,10.575,10.579,10.581,0.518,0.0,0.0,0.0,0.0,0.0,0.0,52.645,52.214,53.452,56.439,0.179,4021.0,89.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631808697181.0,17.445,78.35,5.7,61.298,54.381,44.334,0.061,0.472,0.0,62.2,0.387,0.967,0.336,0.841,0.0
232,2021-09-16 21:46:00,1,1,0.39,33.11,36.544,939.426,54.511,52.148,67.378,680.0,1742.0,2401.0,985.0,0.0,0.016,-0.032,0.0,256.0,65024.0,56.283,0.51,8.913,10.123,10.147,10.15,10.152,1.271,1.344,1.344,1.344,0.539,0.0,1856.0,0.0,88.0,4029.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,23.95,,-42.0,4.0,17.445,78.35,5.7,1631808970983.0,232851.0,232851.0,1631808970983.0,33.11,36.544,939.426,0.0,1856.0,680.0,2401.0,1742.0,985.0,0.0,1.344,1.271,1.344,1.344,8.913,10.123,10.147,10.15,10.152,0.539,0.0,0.016,-0.032,0.0,256.0,65024.0,54.511,52.148,67.378,56.283,0.51,4029.0,88.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,1.0,1.0,1631808974976.0,17.445,78.35,5.7,60.92,55.277,44.33,0.061,0.47,0.0,62.9,0.371,0.928,0.323,0.807,0.0
